FB.ID,Gene.Symbol,Chr.Arm,Start,Stop
FBgn0038309,Amt,3R,15247163,15249137
FBgn0259823,CG42404,3R,15250094,15257765
FBgn0263740,eIF-2gamma,3R,15257844,15263458
FBgn0263755,Su(var)3-9,3R,15259864,15263458
FBgn0014879,Set,3R,15263552,15265253
FBgn0016691,ATPsynO,3R,15265591,15266690
FBgn0038311,CG14864,3R,15266684,15268538
FBgn0038312,Zip88E,3R,15268662,15270532
FBgn0000283,Cp190,3R,15270432,15275241
FBgn0038313,CG4338,3R,15275522,15276474
FBgn0267750,CR46081,3R,15275601,15276217
FBgn0027378,MRG15,3R,15276440,15278109
FBgn0011476,l(3)neo43,3R,15277981,15278668
FBgn0003721,Tm1,3R,15281371,15308779
FBgn0266745,CG45218,3R,15290309,15290799
FBgn0004117,Tm2,3R,15310193,15315197
FBgn0038315,CG14866,3R,15316471,15318285
FBgn0038316,CG6276,3R,15318203,15320069
FBgn0264832,CG44040,3R,15320378,15320691
FBgn0026441,ear,3R,15320756,15325279
FBgn0038318,CG6236,3R,15325325,15328269
FBgn0000533,ea,3R,15328729,15330408
FBgn0038319,mRpL9,3R,15330738,15331588
FBgn0013269,FK506-bp1,3R,15331584,15333133
FBgn0038320,Sra-1,3R,15333266,15338365
FBgn0038321,CG6218,3R,15337908,15343256
FBgn0021750,Aats-ser,3R,15340667,15343218
FBgn0019925,Surf4,3R,15343653,15346176
FBgn0051301,CG31301,3R,15346205,15348012
FBgn0261679,CG42726,3R,15348048,15350391
FBgn0261680,CG42727,3R,15348048,15350391
FBgn0266722,Trs33,3R,15350345,15350995
FBgn0038324,CG5038,3R,15351225,15353926
FBgn0038325,Atg4b,3R,15353720,15356924
FBgn0038326,CG5044,3R,15357229,15359263
FBgn0026634,ldlCp,3R,15358481,15361657
FBgn0038327,Trax,3R,15361692,15362850
FBgn0026737,CG6171,3R,15362796,15363857
FBgn0085433,CG34404,3R,15363786,15367665
FBgn0038330,CG14868,3R,15367816,15369945
FBgn0038332,CG6136,3R,15370036,15372212
FBgn0038331,Ccm3,3R,15371957,15374237
FBgn0262483,Rbp,3R,15374635,15402543
FBgn0038334,h-cup,3R,15381407,15382951
FBgn0038337,CG6125,3R,15402598,15407070
FBgn0267725,CR46058,3R,15402982,15403707
FBgn0041188,Atx2,3R,15408423,15417277
FBgn0267571,CR45911,3R,15417320,15420710
FBgn0262367,mir-13b-1,3R,15417408,15417475
FBgn0262429,mir-13a,3R,15417542,15417616
FBgn0262397,mir-2c,3R,15417744,15417845
FBgn0038339,CG6118,3R,15421108,15434738
FBgn0000047,Act88F,3R,15439969,15442177
FBgn0038341,AdamTS-A,3R,15442246,15476193
FBgn0038342,B9d1,3R,15481906,15482904
FBgn0019940,Rh6,3R,15483158,15484699
FBgn0038343,Trissin,3R,15484730,15485396
FBgn0038344,CG5205,3R,15486050,15493310
FBgn0038345,CG5213,3R,15494602,15495620
FBgn0264776,CG44014,3R,15507940,15508886
FBgn0264775,CG44013,3R,15508896,15509917
FBgn0051296,CG31296,3R,15530072,15531473
FBgn0267408,AOX1,3R,15532137,15537292
FBgn0038348,AOX2,3R,15537713,15542414
FBgn0038349,AOX3,3R,15542748,15548188
FBgn0038350,AOX4,3R,15548628,15552833
FBgn0263040,CG43335,3R,15635468,15636489
FBgn0263041,CG43336,3R,15637168,15638181
FBgn0053207,pxb,3R,15666183,15690513
FBgn0264431,CR43849,3R,15667978,15668676
FBgn0051446,CG31446,3R,15693086,15694194
FBgn0038353,CG5399,3R,15695241,15697142
FBgn0267195,CR45635,3R,15697274,15697874
FBgn0267196,CR45636,3R,15698281,15698506
FBgn0038354,CG5404,3R,15704676,15708434
FBgn0051294,CG31294,3R,15715505,15716585
FBgn0085303,CG34274,3R,15731746,15732694
FBgn0038355,CG4520,3R,15744654,15746411
FBgn0038356,CG12784,3R,15763115,15763551
FBgn0038357,CG5623,3R,15766246,15767438
FBgn0266733,CR45206,3R,15774076,15774715
FBgn0038358,CG4525,3R,15774416,15777640
FBgn0266734,CR45207,3R,15774754,15775336
FBgn0038359,CG5614,3R,15779805,15781092
FBgn0038360,CG9590,3R,15786703,15788339
FBgn0038361,CG9589,3R,15788521,15789494
FBgn0000246,c(3)G,3R,15789473,15792579
FBgn0038363,Acyp2,3R,15792688,15793487
FBgn0262527,nsl1,3R,15793782,15802102
FBgn0038365,CG9593,3R,15802275,15803653
FBgn0267551,CR45891,3R,15802854,15803495
FBgn0026616,alpha-Man-IIb,3R,15804248,15824118
FBgn0266738,CR45211,3R,15811648,15811908
FBgn0003227,rec,3R,15823019,15832632
FBgn0038366,CG4576,3R,15825747,15830321
FBgn0263023,CG43318,3R,15832708,15833432
FBgn0263022,CG43317,3R,15833462,15834425
FBgn0038369,Arpc3A,3R,15834648,15836021
FBgn0017567,ND-23,3R,15836048,15837117
FBgn0263525,mir-4911,3R,15836287,15836354
FBgn0003483,spn-E,3R,15837419,15844415
FBgn0038371,Pbp45,3R,15838146,15839515
FBgn0265048,cv-d,3R,15844466,15853581
FBgn0038373,CG4546,3R,15846534,15848436
FBgn0038376,Hmt-1,3R,15853868,15857470
FBgn0051183,CG31183,3R,15857871,15875939
FBgn0038377,CG9632,3R,15860196,15861478
FBgn0038380,CG14877,3R,15889194,15896078
FBgn0027657,glob1,3R,15896926,15904521
FBgn0051292,CR31292,3R,15906240,15906750
FBgn0038381,CG3303,3R,15908398,15910367
FBgn0266566,CG45105,3R,15910372,15918007
FBgn0038385,Fbxl7,3R,15920898,15932887
FBgn0267692,CR46028,3R,15922929,15924187
FBgn0085305,CG34276,3R,15925629,15927577
FBgn0038386,CG5478,3R,15932700,15933734
FBgn0038387,blp,3R,15933847,15934940
FBgn0013334,Sap47,3R,15935100,15962124
FBgn0051088,CG31088,3R,15950201,15951088
FBgn0038388,CG4287,3R,15962167,15963867
FBgn0038389,CG5516,3R,15963884,15964761
FBgn0052856,CG32856,3R,15964678,15965351
FBgn0038390,Rbf2,3R,15965446,15968138
FBgn0002783,mor,3R,15968134,15972913
FBgn0022787,Hel89B,3R,15973298,15983451
FBgn0003507,srp,3R,15986152,16004081
FBgn0264982,CR44133,3R,15986181,15993665
FBgn0262028,CR42839,3R,16004321,16008073
FBgn0038391,GATAe,3R,16009105,16019133
FBgn0003117,pnr,3R,16026079,16041796
FBgn0038394,CG10264,3R,16043498,16044832
FBgn0038395,CG10407,3R,16044747,16046130
FBgn0024222,IKKbeta,3R,16046347,16049421
FBgn0266739,CR45212,3R,16049031,16049421
FBgn0038396,CG5013,3R,16049670,16050693
FBgn0027948,msps,3R,16050801,16060675
FBgn0038397,CG10185,3R,16060589,16067594
FBgn0026059,Mhcl,3R,16068523,16098761
FBgn0052855,CG32855,3R,16078980,16080992
FBgn0038398,sxe2,3R,16083878,16087222
FBgn0010379,Akt1,3R,16099228,16105670
FBgn0003319,Sb,3R,16116161,16145284
FBgn0038400,CG5903,3R,16144401,16146855
FBgn0038401,CG5916,3R,16147029,16149636
FBgn0038402,Fer2,3R,16149369,16151312
FBgn0063649,CG6006,3R,16154982,16171766
FBgn0263449,CR43472,3R,16168348,16169154
FBgn0038404,CG8925,3R,16171991,16180475
FBgn0038405,CG8927,3R,16181020,16186235
FBgn0024491,Bin1,3R,16186156,16189564
FBgn0086370,sra,3R,16186999,16197584
FBgn0038407,CG6126,3R,16198000,16203083
FBgn0051287,CG31287,3R,16203371,16204961
FBgn0010438,mtSSB,3R,16204194,16205250
FBgn0267199,CR45639,3R,16208192,16208935
FBgn0267200,CR45640,3R,16208673,16209054
FBgn0267198,CR45638,3R,16209248,16209484
FBgn0267197,CR45637,3R,16209425,16209833
FBgn0267202,CR45642,3R,16213488,16213787
FBgn0267201,CR45641,3R,16214278,16214957
FBgn0267203,CR45643,3R,16223395,16223854
FBgn0040071,tara,3R,16225651,16260329
FBgn0040237,bor,3R,16261355,16264115
FBgn0020407,asun,3R,16264271,16266891
FBgn0020399,Mst89B,3R,16267012,16268433
FBgn0261286,Mat89Ba,3R,16268329,16272415
FBgn0250823,gish,3R,16272452,16304768
FBgn0038412,Zip89B,3R,16305758,16308700
FBgn0040271,Sulf1,3R,16310542,16339575
FBgn0011858,tRNA:F2:89BC,3R,16321403,16321475
FBgn0012011,tRNA:V4:89BC,3R,16321690,16321762
FBgn0264836,CG44044,3R,16321838,16322189
FBgn0038414,CG6901,3R,16323415,16325128
FBgn0038415,CG17929,3R,16325492,16327331
FBgn0038416,CG17930,3R,16327849,16329622
FBgn0283477,SF2,3R,16338943,16341988
FBgn0038418,pad,3R,16342318,16345829
FBgn0038419,CG14879,3R,16345825,16349226
FBgn0027095,Manf,3R,16349404,16350801
FBgn0038420,CG10311,3R,16350786,16357015
FBgn0038421,CG17931,3R,16357535,16359466
FBgn0259917,CG42446,3R,16358144,16360108
FBgn0038422,CG14880,3R,16360329,16368306
FBgn0038423,CG10317,3R,16368855,16370533
FBgn0266703,CR45193,3R,16371578,16372778
FBgn0003513,ss,3R,16374434,16403690
FBgn0267190,CR45630,3R,16406641,16407107
FBgn0051497,tRNA:CR31497,3R,16424987,16425060
FBgn0267191,CR45631,3R,16428304,16428976
FBgn0051279,CG31279,3R,16430681,16432897
FBgn0051282,tRNA:CR31282,3R,16431940,16432013
FBgn0038424,CG17565,3R,16432998,16434740
FBgn0038425,CG14881,3R,16434899,16436066
FBgn0038426,mRpS33,3R,16436045,16436597
FBgn0038427,ema,3R,16436880,16441661
FBgn0038428,CG14894,3R,16441843,16443007
FBgn0038429,CG14882,3R,16443207,16445010
FBgn0044826,Pak3,3R,16445007,16453821
FBgn0038431,CG10405,3R,16454492,16455797
FBgn0038432,CG14883,3R,16456052,16458233
FBgn0250754,CG42232,3R,16458280,16469663
FBgn0027053,CSN5,3R,16470099,16471406
FBgn0038435,Gyc-89Da,3R,16472601,16475477
FBgn0267693,CR46029,3R,16473229,16480850
FBgn0038436,Gyc-89Db,3R,16477110,16481070
FBgn0004087,Dhfr,3R,16481167,16481878
FBgn0038437,Sdhaf3,3R,16481861,16482452
FBgn0038438,Der-2,3R,16482694,16484223
FBgn0038439,Cad89D,3R,16484566,16495422
FBgn0038440,Gr89a,3R,16497817,16498959
FBgn0028381,Decay,3R,16499058,16501050
FBgn0259244,CG42342,3R,16502770,16571363
FBgn0267694,CR46030,3R,16526931,16527416
FBgn0038445,CG14891,3R,16571515,16573158
FBgn0038446,CG14903,3R,16573179,16573752
FBgn0020907,Scp2,3R,16574543,16583663
FBgn0038447,CG14892,3R,16594414,16597241
FBgn0027562,CG10345,3R,16597073,16604861
FBgn0027109,NPF,3R,16609220,16611325
FBgn0038448,CG12783,3R,16611419,16613400
FBgn0022344,CG10340,3R,16613398,16614391
FBgn0038449,CG17562,3R,16615309,16617154
FBgn0038450,CG17560,3R,16617950,16619878
FBgn0262233,mir-2494,3R,16618766,16618882
FBgn0038451,CG14893,3R,16620778,16622702
FBgn0038452,CG14905,3R,16622735,16624717
FBgn0262742,Fas1,3R,16625238,16639771
FBgn0015520,nonA-l,3R,16640205,16643112
FBgn0038453,CG10326,3R,16643605,16645171
FBgn0038454,CG10324,3R,16645072,16647004
FBgn0015019,Cctgamma,3R,16647605,16649978
FBgn0015351,CG14906,3R,16649981,16651157
FBgn0038455,CG14907,3R,16651217,16652319
FBgn0051217,modSP,3R,16652446,16655662
FBgn0003944,Ubx,3R,16656623,16734426
FBgn0020556,bxd,3R,16742125,16773189
FBgn0063261,CG31275,3R,16750741,16751334
FBgn0266250,CR44945,3R,16783497,16784672
FBgn0015230,Glut3,3R,16788311,16790021
FBgn0267314,CR45750,3R,16800600,16801203
FBgn0267315,CR45751,3R,16801299,16801877
FBgn0000014,abd-A,3R,16807214,16830049
FBgn0264857,iab-8,3R,16831116,16923231
FBgn0020546,iab-4,3R,16850004,16856497
FBgn0262290,mir-iab-8,3R,16856275,16856342
FBgn0262462,mir-iab-4,3R,16856275,16856342
FBgn0263595,CR43617,3R,16892410,16897861
FBgn0000015,Abd-B,3R,16927212,16972236
FBgn0278597,CR46267,3R,16951907,16953770
FBgn0038458,VhaM9.7-d,3R,16975204,16975697
FBgn0015008,Actn3,3R,16975885,16977795
FBgn0015011,Ahcy89E,3R,16978439,16982158
FBgn0038460,CG18622,3R,16983510,16987732
FBgn0267152,CR45592,3R,16988590,16988884
FBgn0043069,MESK4,3R,16988814,16990419
FBgn0038461,CG3678,3R,16990334,16991878
FBgn0266748,CR45221,3R,16991978,16992976
FBgn0266740,CR45213,3R,16992778,16994041
FBgn0051274,CG31274,3R,16993016,16994532
FBgn0038462,CG17556,3R,16994542,16996071
FBgn0038463,CG3534,3R,16996446,16999449
FBgn0266917,CG16941,3R,16999384,17002355
FBgn0038465,Irc,3R,17002875,17007208
FBgn0038466,CG8907,3R,17008269,17012533
FBgn0004577,Pxd,3R,17014576,17027987
FBgn0038467,AdSL,3R,17018780,17021120
FBgn0038468,CG5225,3R,17028693,17030701
FBgn0051268,CG31268,3R,17031802,17033515
FBgn0038469,CG4009,3R,17033588,17036045
FBgn0038470,CG18213,3R,17036394,17040203
FBgn0038471,CG5220,3R,17040682,17041895
FBgn0038472,CG3995,3R,17041896,17043136
FBgn0266053,Patr-1,3R,17043564,17048421
FBgn0020493,Dad,3R,17054007,17070408
FBgn0038473,Ns1,3R,17070523,17072675
FBgn0038474,mRpS11,3R,17072732,17073795
FBgn0038475,Keap1,3R,17073942,17079945
FBgn0038476,kuk,3R,17080244,17084781
FBgn0266465,GckIII,3R,17085513,17087988
FBgn0038478,cal1,3R,17088280,17091938
FBgn0014141,cher,3R,17091533,17125389
FBgn0085307,CG34278,3R,17120465,17120808
FBgn0261847,CG42779,3R,17121577,17122087
FBgn0266454,CG45079,3R,17124477,17124786
FBgn0038479,CG17477,3R,17126088,17126938
FBgn0265169,CR44238,3R,17126984,17127862
FBgn0051269,CG31269,3R,17127126,17128201
FBgn0051265,CG31265,3R,17128212,17129120
FBgn0038481,CG17475,3R,17129339,17130426
FBgn0038482,CG4053,3R,17131211,17132198
FBgn0051266,CG31266,3R,17132662,17133719
FBgn0051267,CG31267,3R,17134197,17135283
FBgn0038484,CG5246,3R,17136111,17137195
FBgn0038485,CG5255,3R,17137893,17138865
FBgn0038486,CG5265,3R,17138999,17141168
FBgn0038487,TwdlW,3R,17141208,17142404
FBgn0038488,m-cup,3R,17144475,17149412
FBgn0264291,Det,3R,17149667,17150455
FBgn0038490,CG5285,3R,17150587,17151630
FBgn0038491,CG5292,3R,17151861,17153771
FBgn0038492,Mur89F,3R,17152995,17202130
FBgn0051262,CG31262,3R,17217116,17223074
FBgn0038494,beat-IIb,3R,17232253,17265049
FBgn0265199,CG44259,3R,17253581,17254129
FBgn0265197,CG44257,3R,17265278,17265821
FBgn0265198,CR44258,3R,17270290,17271027
FBgn0051418,CG31418,3R,17283795,17284511
FBgn0051419,CG31419,3R,17284648,17285421
FBgn0263500,CR43489,3R,17286242,17287238
FBgn0263501,CR43490,3R,17287788,17288818
FBgn0038498,beat-IIa,3R,17320004,17366119
FBgn0265196,CR44256,3R,17371271,17371757
FBgn0038499,Brf,3R,17374833,17391337
FBgn0262871,lute,3R,17379944,17390265
FBgn0262825,CR43196,3R,17382129,17382767
FBgn0265043,CR44160,3R,17391502,17392173
FBgn0028992,sds22,3R,17391594,17393020
FBgn0025456,CREG,3R,17393272,17394640
FBgn0038504,Sur-8,3R,17395199,17402515
FBgn0085308,CG34279,3R,17402362,17403288
FBgn0085309,CG34280,3R,17403272,17403718
FBgn0262005,CG42823,3R,17404487,17405109
FBgn0262006,CG42824,3R,17406048,17406511
FBgn0261932,CG42798,3R,17406678,17407534
FBgn0038505,CG17283,3R,17407876,17409460
FBgn0038506,CG5860,3R,17409619,17410840
FBgn0038507,CG5863,3R,17411108,17412680
FBgn0262003,CG42821,3R,17413077,17413639
FBgn0262004,CG42822,3R,17413901,17414607
FBgn0038508,CG5866,3R,17415739,17416505
FBgn0053333,CG33333,3R,17417467,17418042
FBgn0267701,CR46034,3R,17417502,17418019
FBgn0262023,CG42834,3R,17418759,17419294
FBgn0262024,CG42835,3R,17420638,17420989
FBgn0038509,CG14332,3R,17421690,17422202
FBgn0038511,cysu,3R,17425768,17446499
FBgn0267719,CR46052,3R,17429762,17430106
FBgn0267720,CR46053,3R,17432381,17432870
FBgn0264899,CG44090,3R,17433991,17434430
FBgn0038510,CG14331,3R,17438968,17440728
FBgn0000564,Eh,3R,17446642,17448858
FBgn0038512,CG14330,3R,17455890,17456776
FBgn0261046,Dscam3,3R,17473935,17505667
FBgn0265449,CR44349,3R,17518210,17519084
FBgn0038515,CG5823,3R,17532325,17534587
FBgn0038516,P5cr-2,3R,17534815,17537136
FBgn0010926,l(3)07882,3R,17535533,17539963
FBgn0025571,SF1,3R,17540421,17545148
FBgn0038519,Prx3,3R,17545222,17546531
FBgn0264005,Hmx,3R,17558930,17569097
FBgn0038523,CG7587,3R,17594386,17595057
FBgn0003375,Sgs5,3R,17595362,17596112
FBgn0040565,CG7606,3R,17596536,17598453
FBgn0038524,sll,3R,17606106,17608541
FBgn0038525,CG14329,3R,17609359,17610533
FBgn0004554,Edg91,3R,17610856,17611511
FBgn0085310,CG34281,3R,17612887,17613404
FBgn0038526,CG14327,3R,17613709,17614933
FBgn0012002,tRNA:V3b:90BC,3R,17617761,17617833
FBgn0011944,tRNA:P:90Ca,3R,17618110,17618181
FBgn0038527,CG14324,3R,17618281,17618799
FBgn0038528,CG14326,3R,17619100,17619688
FBgn0051570,tRNA:CR31570,3R,17619738,17619810
FBgn0011945,tRNA:P:90Cb,3R,17619961,17620032
FBgn0011840,tRNA:A:90C,3R,17620144,17620216
FBgn0038529,CG14323,3R,17621199,17622112
FBgn0053534,tRNA:CR33534,3R,17622546,17622618
FBgn0011993,tRNA:T:90Ca,3R,17624565,17624638
FBgn0011994,tRNA:T:90Cb,3R,17624806,17624879
FBgn0038530,AttD,3R,17625268,17626086
FBgn0038531,CG14325,3R,17627127,17629012
FBgn0051591,tRNA:V4:90C,3R,17629086,17629158
FBgn0262794,CG43175,3R,17630717,17645262
FBgn0051569,tRNA:CR31569,3R,17631042,17631114
FBgn0051573,tRNA:CR31573,3R,17631679,17631750
FBgn0266749,CR45222,3R,17638778,17639627
FBgn0051568,tRNA:CR31568,3R,17645307,17645379
FBgn0051578,tRNA:CR31578,3R,17645610,17645681
FBgn0051579,tRNA:CR31579,3R,17646368,17646440
FBgn0051580,tRNA:CR31580,3R,17646683,17646755
FBgn0266750,CR45223,3R,17646903,17653478
FBgn0038532,CG14322,3R,17647679,17669985
FBgn0051577,tRNA:CR31577,3R,17657145,17657217
FBgn0051575,tRNA:CR31575,3R,17658381,17658453
FBgn0266405,CR45045,3R,17667577,17667825
FBgn0051576,tRNA:CR31576,3R,17668187,17668259
FBgn0038533,CG7523,3R,17669144,17670895
FBgn0000063,Mps1,3R,17671271,17673828
FBgn0038535,alt,3R,17673732,17682515
FBgn0038536,CG7655,3R,17682669,17683773
FBgn0051251,CG31251,3R,17683740,17684915
FBgn0051360,CG31360,3R,17685097,17685807
FBgn0051249,CG31249,3R,17685689,17687071
FBgn0261885,osa,3R,17687818,17718350
FBgn0267703,CR46036,3R,17700741,17701873
FBgn0267702,CR46035,3R,17703695,17705581
FBgn0261987,Pxt,3R,17719454,17722955
FBgn0038539,Atg8b,3R,17724410,17725063
FBgn0016650,Lgr1,3R,17725777,17733207
FBgn0038540,CG14321,3R,17733598,17734381
FBgn0038541,TyrRII,3R,17736611,17747470
FBgn0038542,TyrR,3R,17750129,17763188
FBgn0262562,CG43102,3R,17768272,17794490
FBgn0038545,pasi1,3R,17795075,17796317
FBgn0038546,CG7379,3R,17796376,17798304
FBgn0038547,CG17803,3R,17798877,17801512
FBgn0038548,CG17806,3R,17801542,17803260
FBgn0038549,CG17802,3R,17803225,17805249
FBgn0038550,CG17801,3R,17805679,17807085
FBgn0038551,CG7357,3R,17807407,17809222
FBgn0038552,CG18012,3R,17809401,17811134
FBgn0261649,tinc,3R,17811541,17872507
FBgn0053547,Rim,3R,17872748,17916578
FBgn0038558,CG12347,3R,17906445,17907451
FBgn0263399,CG43445,3R,17911376,17912045
FBgn0263995,cpo,3R,17919832,18018892
FBgn0000477,DNaseII,3R,18019375,18021161
FBgn0038564,CG7785,3R,18021600,18023689
FBgn0038565,CG7794,3R,18023707,18025378
FBgn0010389,htl,3R,18045216,18052984
FBgn0038566,CG14317,3R,18081048,18082583
FBgn0003499,sr,3R,18090803,18135583
FBgn0051242,tRNA:CR31242,3R,18108637,18108708
FBgn0051518,tRNA:CR31518,3R,18108993,18109064
FBgn0038567,CG14316,3R,18152120,18153640
FBgn0266564,CR45103,3R,18157693,18158297
FBgn0266565,CR45104,3R,18158345,18159924
FBgn0038568,CG14315,3R,18158701,18159471
FBgn0038569,CG7218,3R,18161392,18164397
FBgn0022943,Cbp20,3R,18164661,18165439
FBgn0038570,Prx5,3R,18165442,18167273
FBgn0038571,CG7215,3R,18165442,18167273
FBgn0042693,PP2A-B',3R,18167757,18180049
FBgn0261532,cdm,3R,18179275,18183479
FBgn0038575,CG7208,3R,18183656,18185715
FBgn0038576,Arp5,3R,18185498,18187875
FBgn0038577,CG12321,3R,18187805,18188707
FBgn0038578,MED17,3R,18189072,18191265
FBgn0038579,CG14313,3R,18191244,18191967
FBgn0011481,Ssdp,3R,18192494,18199595
FBgn0028499,CG7985,3R,18199857,18215001
FBgn0265041,CG44158,3R,18208779,18209282
FBgn0038581,CG14314,3R,18216142,18218014
FBgn0038583,CG7183,3R,18218147,18220699
FBgn0038582,CG7988,3R,18220526,18221473
FBgn0038584,mTerf5,3R,18221522,18223682
FBgn0038585,Non3,3R,18223722,18224942
FBgn0038586,CG7168,3R,18224902,18226082
FBgn0262559,Mdh2,3R,18226396,18228718
FBgn0011701,repo,3R,18236192,18239602
FBgn0038588,CG7156,3R,18239420,18242159
FBgn0020238,14-3-3epsilon,3R,18242531,18250550
FBgn0038590,CG12320,3R,18251069,18252734
FBgn0038589,CG18598,3R,18251115,18251539
FBgn0263738,Ada2a,3R,18252843,18255487
FBgn0263757,Rpb4,3R,18252843,18255487
FBgn0261019,moi,3R,18255530,18257677
FBgn0266195,Tgs1,3R,18255530,18257677
FBgn0038592,CG18599,3R,18267789,18271172
FBgn0038593,Vps39,3R,18271189,18274446
FBgn0026250,eIF-1A,3R,18274665,18283005
FBgn0038595,CG7142,3R,18278181,18279522
FBgn0038596,CG14312,3R,18282978,18283528
FBgn0038597,CG8064,3R,18283660,18286624
FBgn0038598,CG7131,3R,18286620,18288777
FBgn0010877,l(3)05822,3R,18288866,18298879
FBgn0024432,Dlc90F,3R,18299229,18300044
FBgn0038601,CG18600,3R,18300195,18301728
FBgn0038602,CG7126,3R,18302170,18302849
FBgn0038603,PKD,3R,18303279,18314407
FBgn0051235,CG31235,3R,18316075,18328942
FBgn0038606,CG15803,3R,18330932,18360728
FBgn0267194,CR45634,3R,18360983,18361193
FBgn0038607,hmw,3R,18361994,18364277
FBgn0038608,WRNexo,3R,18364244,18366162
FBgn0038609,Nup43,3R,18366638,18367913
FBgn0004618,gl,3R,18367927,18372738
FBgn0040569,CG14310,3R,18372928,18373329
FBgn0266251,CR44946,3R,18374536,18376497
FBgn0038610,CG7675,3R,18378124,18381178
FBgn0038611,CG14309,3R,18381580,18385072
FBgn0038612,cona,3R,18385828,18386887
FBgn0038613,Vha100-4,3R,18386841,18389805
FBgn0028670,Vha100-2,3R,18390323,18399169
FBgn0264751,Vti1b,3R,18396995,18400339
FBgn0038617,CG12333,3R,18400373,18402716
FBgn0264816,koko,3R,18403026,18404726
FBgn0038619,CG7685,3R,18404940,18406002
FBgn0051122,CG31122,3R,18406064,18412874
FBgn0038621,CG10864,3R,18410080,18411631
FBgn0004652,fru,3R,18414273,18545586
FBgn0038626,CG7691,3R,18559869,18561353
FBgn0262823,CG43194,3R,18564264,18565173
FBgn0262846,CG43210,3R,18564264,18565173
FBgn0023083,fray,3R,18573091,18589459
FBgn0038627,CG7694,3R,18573091,18590726
FBgn0263974,qin,3R,18591027,18650137
FBgn0038629,CG14304,3R,18592801,18621327
FBgn0038630,CG14305,3R,18598691,18600097
FBgn0038631,CG7695,3R,18616754,18617511
FBgn0051228,tRNA:CR31228,3R,18628467,18628538
FBgn0038632,CG14301,3R,18629151,18641457
FBgn0051224,CG31224,3R,18650121,18659309
FBgn0027841,CstF-64,3R,18659618,18661126
FBgn0261065,Cpsf73,3R,18661121,18663552
FBgn0044871,Gos28,3R,18663738,18665307
FBgn0051231,CG31231,3R,18665361,18667733
FBgn0051229,CG31229,3R,18667852,18669083
FBgn0266388,CR45028,3R,18668572,18669482
FBgn0038638,CG7702,3R,18669390,18674679
FBgn0051230,CG31230,3R,18671679,18672094
FBgn0038639,CG7705,3R,18674626,18677539
FBgn0038640,CG7706,3R,18677818,18680321
FBgn0038641,CG7708,3R,18680604,18686739
FBgn0038642,Muc91C,3R,18687556,18692719
FBgn0038643,CG14300,3R,18693293,18693711
FBgn0085311,CG34282,3R,18695252,18695995
FBgn0267658,CR45996,3R,18698135,18701290
FBgn0270928,VAChT,3R,18705501,18718916
FBgn0000303,ChAT,3R,18705501,18732344
FBgn0275433,CR46265,3R,18719623,18719998
FBgn0085312,CG34283,3R,18721967,18722590
FBgn0038645,CG7714,3R,18725399,18726434
FBgn0038646,CG7715,3R,18727573,18728468
FBgn0038647,CG14302,3R,18732681,18733034
FBgn0024329,Mekk1,3R,18733106,18743594
FBgn0038649,CG7718,3R,18744063,18746041
FBgn0260399,gwl,3R,18746370,18750360
FBgn0038651,CG14299,3R,18750436,18758873
FBgn0038652,CG7720,3R,18759236,18795169
FBgn0038653,CG18208,3R,18799280,18849224
FBgn0267193,CR45633,3R,18850940,18851239
FBgn0051226,CG31226,3R,18851305,18851798
FBgn0038654,CG14298,3R,18875528,18877204
FBgn0038655,CG14297,3R,18898121,18899342
FBgn0003248,Rh2,3R,18899423,18901019
FBgn0038656,CG14294,3R,18901663,18902264
FBgn0085313,CG34284,3R,18902338,18902933
FBgn0038658,CG14292,3R,18904933,18905655
FBgn0038659,EndoA,3R,18906609,18910755
FBgn0038660,CG14291,3R,18911053,18912922
FBgn0261113,Xrp1,3R,18914968,18926989
FBgn0038662,Mpc1,3R,18926996,18928659
FBgn0261262,CG42613,3R,18929196,18978088
FBgn0263983,CG43732,3R,18950196,18976557
FBgn0038665,CG12269,3R,18978273,18978809
FBgn0038666,Smu1,3R,18978980,18981324
FBgn0022338,dnk,3R,18980995,18982749
FBgn0261792,snRNP-U1-C,3R,18982964,18983650
FBgn0026239,gukh,3R,18984025,19022436
FBgn0038672,CG6005,3R,19022458,19024030
FBgn0038673,CG14286,3R,19024092,19024853
FBgn0038674,CG14285,3R,19025099,19026203
FBgn0260779,GatA,3R,19026174,19028857
FBgn0027785,NP15.6,3R,19027368,19028015
FBgn0015781,P5cr,3R,19028931,19030159
FBgn0027784,Prp18,3R,19029968,19031271
FBgn0038675,CG6013,3R,19031503,19032409
FBgn0038676,CG6026,3R,19033538,19044693
FBgn0004876,cdi,3R,19044882,19094270
FBgn0267708,CR46041,3R,19058020,19058519
FBgn0038678,mRpL55,3R,19094394,19094905
FBgn0016120,ATPsynD,3R,19095000,19096271
FBgn0038679,CG6040,3R,19096961,19131929
FBgn0038680,Cyp12a5,3R,19132648,19134704
FBgn0038681,Cyp12a4,3R,19135158,19137136
FBgn0261285,Ppcs,3R,19139054,19147910
FBgn0038682,CG5835,3R,19148632,19153686
FBgn0264916,CR44107,3R,19149122,19149557
FBgn0038683,CG11779,3R,19154097,19159878
FBgn0002962,nos,3R,19157238,19160202
FBgn0259704,Nsun5,3R,19160099,19162300
FBgn0259705,CG42359,3R,19161259,19162300
